,,ref_size,ref_size,ref_size,ref_size,ref_size,unified_size,unified_size,unified_size,unified_size,unified_size
algo,,dal,dsb,ll,mcsplit,rl,dal,dsb,ll,mcsplit,rl
instance_a,instance_b,,,,,,,,,,
057.txt,058.txt,11988.0,12.0,12.0,12.0,12.0,13.0,12.0,12.0,12.0,12.0
057.txt,059.txt,4681.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
057.txt,061.txt,747.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
057.txt,062.txt,91.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
057.txt,063.txt,23076.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
057.txt,064.txt,194.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
057.txt,065.txt,1523.0,13.0,13.0,13.0,13.0,14.0,13.0,13.0,13.0,13.0
057.txt,066.txt,6230.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
057.txt,067.txt,2025.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
057.txt,068.txt,15936.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0
057.txt,069.txt,2759.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
057.txt,070.txt,1065.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
057.txt,071.txt,2074.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
057.txt,072.txt,6669.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
057.txt,073.txt,575.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
057.txt,074.txt,762.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
057.txt,075.txt,211.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
057.txt,077.txt,636.0,12.0,12.0,12.0,12.0,13.0,12.0,12.0,12.0,12.0
057.txt,078.txt,575.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
057.txt,079.txt,337.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
057.txt,080.txt,706.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
057.txt,081.txt,2194.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
057.txt,082.txt,706.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
057.txt,083.txt,762.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
057.txt,084.txt,1488.0,13.0,13.0,13.0,13.0,15.0,13.0,13.0,13.0,13.0
057.txt,085.txt,83.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
057.txt,086.txt,119.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
057.txt,087.txt,727.0,14.0,14.0,14.0,14.0,16.0,14.0,14.0,14.0,14.0
057.txt,088.txt,3536.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
057.txt,089.txt,714.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
057.txt,090.txt,2023.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
057.txt,091.txt,313.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
057.txt,092.txt,193.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
057.txt,093.txt,3090.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
057.txt,094.txt,2811.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
057.txt,095.txt,1213.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
057.txt,096.txt,718.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
057.txt,097.txt,718.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
057.txt,099.txt,5256.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
057.txt,100.txt,1503.0,12.0,12.0,12.0,12.0,14.0,12.0,12.0,12.0,12.0
057.txt,101.txt,233.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
057.txt,102.txt,118.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
057.txt,103.txt,164.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
057.txt,105.txt,2138.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
057.txt,106.txt,252.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
057.txt,107.txt,796.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
057.txt,108.txt,12725.0,13.0,13.0,13.0,13.0,14.0,13.0,13.0,13.0,13.0
057.txt,109.txt,814.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
057.txt,111.txt,3685.0,13.0,13.0,13.0,13.0,16.0,13.0,13.0,13.0,13.0
057.txt,112.txt,1123.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
057.txt,116.txt,567.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
057.txt,120.txt,421.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
057.txt,121.txt,1795.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
057.txt,122.txt,231.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
057.txt,123.txt,231.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
057.txt,125.txt,6742.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
057.txt,126.txt,56.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
057.txt,137.txt,274.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
057.txt,139.txt,153.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
057.txt,140.txt,153.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
057.txt,143.txt,1060.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
057.txt,144.txt,1030.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
057.txt,145.txt,265.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
057.txt,146.txt,1655.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
057.txt,147.txt,561.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
057.txt,148.txt,3227.0,11.0,11.0,11.0,11.0,13.0,11.0,11.0,11.0,11.0
057.txt,149.txt,1053.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
057.txt,151.txt,2309.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
057.txt,152.txt,280.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
057.txt,153.txt,367.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
057.txt,156.txt,141.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
057.txt,157.txt,136.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
057.txt,158.txt,136.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
057.txt,159.txt,136.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
057.txt,160.txt,1167.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
057.txt,161.txt,588.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
057.txt,162.txt,616.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
057.txt,163.txt,1360.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
057.txt,164.txt,125.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
057.txt,165.txt,502.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
057.txt,166.txt,64.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
057.txt,167.txt,189.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
057.txt,168.txt,4408.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0
057.txt,169.txt,1322.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
057.txt,170.txt,219.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
057.txt,171.txt,407.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
057.txt,172.txt,713.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
057.txt,173.txt,105.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
057.txt,176.txt,519.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
057.txt,177.txt,644.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
057.txt,192.txt,151.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
057.txt,196.txt,9190.0,13.0,13.0,13.0,13.0,14.0,13.0,13.0,13.0,13.0
058.txt,059.txt,109258.0,12.0,12.0,12.0,12.0,13.0,12.0,12.0,12.0,12.0
058.txt,061.txt,3650.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
058.txt,062.txt,321.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
058.txt,063.txt,48114.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
058.txt,064.txt,8223.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
058.txt,065.txt,147472.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
058.txt,066.txt,73373.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
058.txt,067.txt,5692.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
058.txt,068.txt,7276.0,11.0,11.0,11.0,11.0,13.0,11.0,11.0,11.0,11.0
058.txt,069.txt,15603.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
058.txt,070.txt,3255.0,17.0,17.0,17.0,17.0,18.0,17.0,17.0,17.0,17.0
058.txt,071.txt,1938.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
058.txt,072.txt,6805.0,12.0,12.0,12.0,12.0,13.0,12.0,12.0,12.0,12.0
058.txt,073.txt,70632.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
058.txt,074.txt,80974.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
058.txt,075.txt,6454.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
058.txt,077.txt,7457.0,12.0,12.0,12.0,12.0,13.0,12.0,12.0,12.0,12.0
058.txt,078.txt,70632.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
058.txt,079.txt,201.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
058.txt,080.txt,4836.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
058.txt,081.txt,1515.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
058.txt,082.txt,4836.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
058.txt,083.txt,80974.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
058.txt,084.txt,2258.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
058.txt,085.txt,1574.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
058.txt,086.txt,415382.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
058.txt,087.txt,1927.0,15.0,15.0,15.0,15.0,17.0,15.0,15.0,15.0,15.0
058.txt,088.txt,4274.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
058.txt,089.txt,116474.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
058.txt,090.txt,13759.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
058.txt,091.txt,2668.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
058.txt,092.txt,1037.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
058.txt,093.txt,18365.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
058.txt,094.txt,26120.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
058.txt,095.txt,43087.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
058.txt,096.txt,50993.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
058.txt,097.txt,50993.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
058.txt,099.txt,6466.0,13.0,13.0,13.0,13.0,15.0,13.0,13.0,13.0,13.0
058.txt,100.txt,2933.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
058.txt,101.txt,50621.0,12.0,12.0,12.0,12.0,13.0,12.0,12.0,12.0,12.0
058.txt,102.txt,145367.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
058.txt,103.txt,186448.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
058.txt,105.txt,626337.0,16.0,16.0,16.0,16.0,18.0,16.0,16.0,16.0,16.0
058.txt,106.txt,144687.0,15.0,15.0,15.0,15.0,18.0,15.0,15.0,15.0,15.0
058.txt,107.txt,1146.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
058.txt,108.txt,115861.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
058.txt,109.txt,19150.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
058.txt,111.txt,44220.0,16.0,16.0,16.0,16.0,18.0,16.0,16.0,16.0,16.0
058.txt,112.txt,3463.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
058.txt,116.txt,1662.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
058.txt,120.txt,689.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0
058.txt,121.txt,6159.0,12.0,12.0,12.0,12.0,13.0,12.0,12.0,12.0,12.0
058.txt,122.txt,1168.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
058.txt,123.txt,1168.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
058.txt,125.txt,26487.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
058.txt,126.txt,53646.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
058.txt,137.txt,7537.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
058.txt,139.txt,248072.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
058.txt,140.txt,248072.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
058.txt,143.txt,7094.0,14.0,14.0,14.0,14.0,16.0,14.0,14.0,14.0,14.0
058.txt,144.txt,58235.0,15.0,15.0,15.0,15.0,17.0,15.0,15.0,15.0,15.0
058.txt,145.txt,62259.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
058.txt,146.txt,4201.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
058.txt,147.txt,8033.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
058.txt,148.txt,1364176.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
058.txt,149.txt,1445.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
058.txt,151.txt,3045.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
058.txt,152.txt,881.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
058.txt,153.txt,1092.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
058.txt,156.txt,192.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
058.txt,157.txt,143.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
058.txt,158.txt,143.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
058.txt,159.txt,143.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
058.txt,160.txt,2586.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
058.txt,161.txt,1256.0,16.0,16.0,16.0,16.0,18.0,16.0,16.0,16.0,16.0
058.txt,162.txt,18431763.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
058.txt,163.txt,3471.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
058.txt,164.txt,259688.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
058.txt,165.txt,19073.0,16.0,16.0,16.0,16.0,18.0,16.0,16.0,16.0,16.0
058.txt,166.txt,626.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
058.txt,167.txt,15750.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
058.txt,168.txt,2962.0,11.0,11.0,11.0,11.0,13.0,11.0,11.0,11.0,11.0
058.txt,169.txt,21752.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
058.txt,170.txt,134468.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
058.txt,171.txt,5877.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
058.txt,172.txt,9535.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
058.txt,173.txt,14683.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
058.txt,176.txt,21684.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
058.txt,177.txt,15914.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
058.txt,192.txt,1012.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
058.txt,196.txt,1181.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,061.txt,3377.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,062.txt,208.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
059.txt,063.txt,17033.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
059.txt,064.txt,474.0,15.0,15.0,15.0,15.0,17.0,15.0,15.0,15.0,15.0
059.txt,065.txt,777.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
059.txt,066.txt,39006.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
059.txt,067.txt,1772.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
059.txt,068.txt,125488.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
059.txt,069.txt,12848.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
059.txt,070.txt,1327.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
059.txt,071.txt,722.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
059.txt,072.txt,5146.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
059.txt,073.txt,203.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,074.txt,950.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,075.txt,11044.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
059.txt,077.txt,2795.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
059.txt,078.txt,203.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,079.txt,603.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
059.txt,080.txt,9662.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
059.txt,081.txt,1310.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,082.txt,9662.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
059.txt,083.txt,950.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,084.txt,851568.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
059.txt,085.txt,480.0,15.0,15.0,15.0,15.0,17.0,15.0,15.0,15.0,15.0
059.txt,086.txt,164.0,15.0,15.0,15.0,15.0,17.0,15.0,15.0,15.0,15.0
059.txt,087.txt,1397.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,088.txt,4685.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,089.txt,474.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,090.txt,494.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,091.txt,640.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,092.txt,520.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
059.txt,093.txt,988.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,094.txt,975.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,095.txt,561.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,096.txt,540.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,097.txt,540.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,099.txt,7486.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
059.txt,100.txt,35416.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
059.txt,101.txt,1694.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
059.txt,102.txt,202.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,103.txt,236.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,105.txt,1947.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,106.txt,636.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,107.txt,502.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,108.txt,1535.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
059.txt,109.txt,1561.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,111.txt,788.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
059.txt,112.txt,15450.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
059.txt,116.txt,295805.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
059.txt,120.txt,6556.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
059.txt,121.txt,7297.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
059.txt,122.txt,212.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,123.txt,212.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,125.txt,283.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0
059.txt,126.txt,608.0,15.0,15.0,15.0,15.0,17.0,15.0,15.0,15.0,15.0
059.txt,137.txt,836.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,139.txt,610.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,140.txt,610.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,143.txt,333.0,15.0,15.0,15.0,15.0,17.0,15.0,15.0,15.0,15.0
059.txt,144.txt,319.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
059.txt,145.txt,1152.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
059.txt,146.txt,781.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,147.txt,846.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,148.txt,35134.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
059.txt,149.txt,1041.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,151.txt,2103.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,152.txt,573.0,15.0,15.0,15.0,15.0,17.0,15.0,15.0,15.0,15.0
059.txt,153.txt,701.0,15.0,15.0,15.0,15.0,17.0,15.0,15.0,15.0,15.0
059.txt,156.txt,121.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
059.txt,157.txt,141.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
059.txt,158.txt,141.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
059.txt,159.txt,141.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
059.txt,160.txt,269.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,161.txt,1862.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,162.txt,720.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,163.txt,343.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,164.txt,193.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,165.txt,627.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,166.txt,533.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
059.txt,167.txt,47653.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
059.txt,168.txt,3239.0,11.0,11.0,11.0,11.0,13.0,11.0,11.0,11.0,11.0
059.txt,169.txt,5616.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,170.txt,532.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
059.txt,171.txt,289.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
059.txt,172.txt,3389.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,173.txt,587.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,176.txt,3763.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,177.txt,1595.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
059.txt,192.txt,373.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
059.txt,196.txt,13773.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
061.txt,062.txt,404.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0
